loop,cel,x,y,w,h
1,5,0,0,20,16
3,2,0,16,20,16
3,1,20,0,20,16
3,0,20,16,20,16
3,5,0,32,20,16
4,0,20,32,20,16
4,1,40,0,20,16
4,2,40,16,20,16
4,3,40,32,20,16
4,4,0,48,20,16
3,3,20,48,20,16
1,4,40,48,20,16
1,3,60,16,20,16
1,2,60,32,20,16
3,4,60,0,20,16
1,0,60,48,20,16
0,1,20,64,20,16
0,2,40,64,20,16
0,3,0,64,20,16
0,4,60,64,20,16
0,5,40,80,20,16
0,6,0,80,20,16
0,7,80,0,20,16
0,8,20,80,20,16
0,9,80,64,20,16
0,10,60,80,20,16
0,11,80,32,20,16
1,1,80,48,20,16
1,6,80,80,18,16
5,4,80,16,5,16
5,3,85,16,5,16
5,5,90,16,5,16
5,0,20,96,4,5
5,1,60,96,4,5
5,2,0,96,4,5
2,4,95,16,3,3
2,9,95,19,3,3
2,8,95,22,3,3
2,7,95,25,3,3
2,6,95,28,3,3
2,5,40,96,3,3
2,3,64,96,3,3
2,2,4,96,3,3
2,1,80,96,3,3
2,0,43,96,3,3
2,10,67,96,3,3
0,0,95,31,1,1
