loop,cel,x,y,w,h
0,0,0,0,16,16
7,6,0,16,16,16
7,5,16,0,16,16
7,4,16,16,16,16
7,3,32,0,16,16
7,2,16,32,16,16
7,1,32,16,16,16
7,0,0,32,16,16
6,2,32,32,16,16
6,1,0,48,16,16
6,0,48,16,16,16
5,7,32,48,16,16
5,6,48,32,16,16
5,5,48,0,16,16
5,4,16,48,16,16
5,3,48,48,16,16
5,2,64,0,16,16
5,1,16,64,16,16
5,0,64,16,16,16
4,7,48,64,16,16
7,7,64,48,16,16
7,8,64,32,16,16
7,9,32,64,16,16
7,10,0,64,16,16
9,1,64,64,16,16
9,0,80,32,16,16
8,14,32,80,16,16
8,13,0,80,16,16
8,12,80,16,16,16
8,11,64,80,16,16
8,10,80,64,16,16
8,9,80,48,16,16
8,8,48,80,16,16
4,6,16,80,16,16
8,7,80,0,16,16
8,5,80,80,16,16
8,4,96,48,16,16
8,3,48,96,16,16
8,2,16,96,16,16
8,1,96,0,16,16
8,0,96,16,16,16
7,13,80,96,16,16
7,12,96,80,16,16
7,11,0,96,16,16
8,6,96,64,16,16
4,5,64,96,16,16
4,4,32,96,16,16
4,3,96,32,16,16
1,6,96,96,16,16
1,5,0,112,16,16
1,4,112,64,16,16
1,3,64,112,16,16
1,2,32,112,16,16
1,1,112,32,16,16
1,0,112,16,16,16
0,13,96,112,16,16
0,12,112,96,16,16
1,7,16,112,16,16
0,11,112,80,16,16
0,9,80,112,16,16
0,8,112,0,16,16
0,7,48,112,16,16
0,6,112,48,16,16
0,5,112,112,16,16
0,4,16,128,16,16
0,3,128,80,16,16
0,2,80,128,16,16
0,1,128,0,16,16
0,10,48,128,16,16
9,2,128,48,16,16
1,8,128,32,16,16
1,10,112,128,16,16
4,2,128,112,16,16
4,1,128,16,16,16
4,0,64,128,16,16
3,2,128,96,16,16
3,1,96,128,16,16
3,0,32,128,16,16
2,8,128,64,16,16
2,7,0,128,16,16
2,6,128,128,16,16
1,9,144,16,16,16
2,5,64,144,16,16
2,3,144,96,16,16
2,2,96,144,16,16
2,1,32,144,16,16
2,0,144,64,16,16
1,15,0,144,16,16
1,14,144,48,16,16
1,13,128,144,16,16
1,12,144,144,16,16
1,11,144,128,16,16
2,4,144,32,16,16
9,3,144,0,16,16
