loop,cel,x,y,w,h
0,0,0,0,145,172
5,1,145,0,151,77
5,0,145,77,151,76
4,12,0,172,55,27
4,11,145,153,55,27
4,10,55,172,55,27
4,9,145,180,55,27
4,8,0,199,55,27
4,7,55,199,55,27
4,6,200,153,55,27
4,5,200,180,55,27
4,4,145,207,55,27
4,3,200,207,55,27
4,1,0,226,55,27
4,0,55,226,55,27
4,2,145,234,55,27
2,0,200,234,42,21
6,2,55,253,61,11
6,1,110,172,22,11
0,4,110,183,22,11
0,3,110,199,22,11
0,2,110,210,22,11
0,1,110,226,22,11
6,0,110,237,22,11
1,2,132,172,10,8
1,1,132,183,10,8
1,0,132,191,10,8
3,0,132,199,8,8
