loop,cel,x,y,w,h
7,0,0,0,59,39
6,1,0,39,61,35
5,0,59,0,48,37
5,1,61,39,37,37
0,1,0,74,59,11
0,2,61,76,50,11
1,0,0,85,29,26
1,5,29,85,30,25
1,1,61,87,29,25
1,4,90,87,29,25
1,2,98,39,28,25
1,6,107,0,28,25
1,7,0,111,29,23
1,8,29,111,26,25
1,15,61,112,29,21
1,3,90,112,25,24
1,9,115,112,25,21
1,14,119,87,26,20
1,10,126,39,25,20
1,11,0,134,24,20
1,12,61,133,24,20
1,13,115,133,22,20
0,3,98,64,9,11
0,4,107,25,8,8
3,10,107,64,10,5
4,10,111,76,6,9
4,6,107,69,9,6
0,6,115,25,7,8
3,2,117,64,9,6
0,5,117,76,7,8
2,14,122,25,8,7
2,10,122,32,8,7
3,14,124,76,7,8
0,7,126,59,7,8
3,6,55,111,6,8
2,6,107,33,8,6
4,5,55,119,6,7
4,13,117,70,8,5
4,14,119,107,9,4
4,7,128,107,8,4
2,15,131,76,9,3
4,2,55,126,4,8
4,9,115,33,7,5
2,13,126,67,6,6
3,3,130,32,5,7
2,2,130,25,5,7
3,15,131,79,7,5
3,11,85,133,5,7
4,8,133,59,7,4
3,7,133,63,7,4
2,5,133,67,4,7
4,0,135,0,7,4
4,4,24,134,3,8
2,11,135,4,3,8
3,1,131,84,8,3
3,4,135,12,3,8
3,0,59,37,8,2
2,4,59,74,2,8
3,8,117,84,7,3
2,0,124,84,7,3
2,8,126,73,7,3
3,12,135,20,4,6
2,1,29,136,6,4
4,1,136,107,5,5
2,9,35,136,7,3
4,12,59,85,2,7
2,3,59,92,2,7
3,13,59,99,2,7
3,9,67,37,7,2
2,12,59,126,2,7
2,7,74,37,7,2
4,3,27,134,2,7
4,11,135,26,1,8
4,15,98,75,8,1
3,5,90,136,1,7
6,0,59,82,1,1
0,0,81,37,1,1
