loop,cel,x,y,w,h
14,0,0,0,40,21
15,0,0,21,40,21
14,1,40,21,37,22
15,1,0,42,37,22
15,2,40,43,34,22
14,2,0,64,34,22
15,3,40,0,32,21
14,3,40,65,32,21
14,7,72,65,30,22
15,7,74,43,30,22
14,4,72,0,31,21
15,4,77,21,31,21
14,6,0,86,30,21
15,6,40,86,30,21
9,4,72,87,28,21
3,4,100,87,28,21
8,4,102,65,28,21
4,4,104,43,28,21
10,4,103,0,28,21
0,4,0,107,28,21
6,4,40,107,28,21
2,4,108,21,28,21
5,4,100,108,28,21
7,4,72,108,28,21
1,4,128,87,28,21
11,4,40,128,28,21
5,5,0,128,28,20
7,5,128,108,28,20
4,5,128,128,28,20
8,5,72,129,28,20
3,5,100,129,28,20
6,5,130,65,28,20
2,5,132,43,28,20
11,5,131,0,28,20
1,5,136,21,28,20
9,5,0,148,28,20
0,5,128,148,28,20
10,5,72,149,28,20
14,8,100,149,28,20
15,8,40,149,28,20
8,3,156,87,29,19
9,3,156,148,29,19
7,3,156,128,29,19
11,3,156,108,29,19
10,3,158,65,29,19
5,3,159,0,29,19
2,3,160,43,29,19
6,3,164,21,29,19
0,3,156,167,29,19
4,3,0,168,29,19
3,3,40,169,29,19
1,3,185,87,29,19
6,2,185,108,30,18
9,2,185,128,30,18
15,5,185,148,30,18
2,2,185,167,30,18
3,2,185,185,30,18
8,2,187,65,30,18
1,2,0,187,30,18
4,2,188,0,30,18
5,2,40,188,30,18
7,2,189,43,30,18
0,2,193,21,30,18
11,2,185,203,30,18
14,5,0,205,30,18
10,2,40,206,30,18
0,1,128,168,28,18
1,1,100,169,28,18
10,1,72,169,28,18
3,1,128,186,28,18
9,1,156,186,28,18
8,1,100,187,28,18
4,1,72,187,28,18
5,1,156,204,28,18
7,1,72,205,28,18
6,1,128,204,28,18
2,1,100,205,28,18
11,1,214,87,28,18
8,0,215,108,27,18
0,0,215,167,27,18
6,0,215,185,27,18
5,0,215,203,27,18
4,0,215,148,27,18
7,0,215,128,27,18
2,0,217,65,27,18
3,0,218,0,27,18
1,0,219,43,27,18
9,0,185,221,27,18
10,0,215,221,27,18
11,0,128,222,27,18
2,6,156,222,22,19
3,6,72,223,22,19
4,6,100,223,22,19
0,6,223,21,22,19
5,6,0,223,22,19
6,6,40,224,22,19
1,6,185,239,22,19
8,6,215,239,22,19
11,6,237,239,22,19
9,6,128,240,22,19
7,6,156,241,22,19
10,6,72,242,22,19
13,5,242,185,22,18
13,4,242,203,22,18
13,3,242,221,22,18
13,2,100,242,22,18
13,1,0,242,22,18
13,0,242,148,22,18
12,5,242,128,22,18
12,4,242,167,22,18
12,3,242,87,22,18
12,2,242,108,22,18
12,1,40,243,22,18
12,0,244,65,22,18
