loop,cel,x,y,w,h
0,0,0,0,16,16
5,2,0,16,16,16
5,1,16,0,16,16
5,0,16,16,16,16
4,7,32,0,16,16
4,6,16,32,16,16
4,5,32,16,16,16
4,4,0,32,16,16
4,3,32,32,16,16
4,2,0,48,16,16
4,1,48,16,16,16
4,0,32,48,16,16
3,11,48,32,16,16
3,10,48,0,16,16
3,9,16,48,16,16
3,8,48,48,16,16
3,7,64,0,16,16
3,6,16,64,16,16
3,5,64,16,16,16
3,4,48,64,16,16
5,3,64,48,16,16
5,4,64,32,16,16
5,5,32,64,16,16
5,6,0,64,16,16
6,10,64,64,16,16
6,9,80,32,16,16
6,8,32,80,16,16
6,7,0,80,16,16
6,6,80,16,16,16
6,5,64,80,16,16
6,4,80,64,16,16
6,3,80,48,16,16
6,2,48,80,16,16
3,3,16,80,16,16
6,1,80,0,16,16
5,15,80,80,16,16
5,14,96,48,16,16
5,13,48,96,16,16
5,12,16,96,16,16
5,11,96,0,16,16
5,10,96,16,16,16
5,9,80,96,16,16
5,8,96,80,16,16
5,7,0,96,16,16
6,0,96,64,16,16
6,11,64,96,16,16
3,2,32,96,16,16
3,0,96,32,16,16
1,5,96,96,16,16
1,4,0,112,16,16
1,3,112,64,16,16
1,2,64,112,16,16
1,1,32,112,16,16
1,0,112,32,16,16
0,13,112,16,16,16
0,12,96,112,16,16
0,11,112,96,16,16
0,10,16,112,16,16
0,9,112,80,16,16
0,8,80,112,16,16
0,7,112,0,16,16
0,6,48,112,16,16
0,5,112,48,16,16
0,4,112,112,16,16
0,3,16,128,16,16
0,2,128,80,16,16
0,1,80,128,16,16
1,6,128,0,16,16
1,7,48,128,16,16
1,8,128,48,16,16
1,9,128,32,16,16
2,15,112,128,16,16
2,14,128,112,16,16
2,13,128,16,16,16
2,12,64,128,16,16
2,11,128,96,16,16
2,10,96,128,16,16
2,9,32,128,16,16
2,8,128,64,16,16
2,7,0,128,16,16
3,1,128,128,16,16
2,6,144,16,16,16
2,4,64,144,16,16
2,3,144,96,16,16
2,2,96,144,16,16
2,1,32,144,16,16
2,0,144,64,16,16
1,13,0,144,16,16
1,12,144,48,16,16
1,11,128,144,16,16
1,10,144,144,16,16
2,5,144,128,16,16
6,12,144,32,16,16
