loop,cel,x,y,w,h
0,0,0,0,16,16
6,1,0,16,16,16
6,0,16,0,16,16
5,5,16,16,16,16
5,4,32,0,16,16
5,3,16,32,16,16
5,2,32,16,16,16
5,1,0,32,16,16
5,0,32,32,16,16
4,11,0,48,16,16
4,10,48,16,16,16
6,2,32,48,16,16
4,9,48,32,16,16
4,7,48,0,16,16
4,6,16,48,16,16
4,5,48,48,16,16
4,4,64,0,16,16
4,3,16,64,16,16
4,2,64,16,16,16
4,1,48,64,16,16
4,0,64,48,16,16
3,11,64,32,16,16
3,10,32,64,16,16
4,8,0,64,16,16
3,9,64,64,16,16
6,3,80,32,16,16
6,5,32,80,16,16
8,14,0,80,16,16
8,13,80,16,16,16
8,12,64,80,16,16
8,11,80,64,16,16
8,10,80,48,16,16
8,9,48,80,16,16
8,8,16,80,16,16
8,7,80,0,16,16
8,6,80,80,16,16
8,5,96,48,16,16
6,4,48,96,16,16
8,4,16,96,16,16
8,2,96,0,16,16
8,1,96,16,16,16
8,0,80,96,16,16
7,6,96,80,16,16
7,5,0,96,16,16
7,4,96,64,16,16
7,3,64,96,16,16
7,2,32,96,16,16
7,1,96,32,16,16
7,0,96,96,16,16
8,3,0,112,16,16
3,8,112,64,16,16
3,7,64,112,16,16
3,6,32,112,16,16
1,6,112,32,16,16
1,5,112,16,16,16
1,4,96,112,16,16
1,3,112,96,16,16
1,2,16,112,16,16
1,1,112,80,16,16
1,0,80,112,16,16
0,15,112,0,16,16
0,14,48,112,16,16
0,13,112,48,16,16
1,7,112,112,16,16
0,12,16,128,16,16
0,10,128,80,16,16
0,9,80,128,16,16
0,8,128,0,16,16
0,7,48,128,16,16
0,6,128,48,16,16
0,5,128,32,16,16
0,4,112,128,16,16
0,3,128,112,16,16
0,2,128,16,16,16
0,1,64,128,16,16
0,11,128,96,16,16
1,8,96,128,16,16
1,9,32,128,16,16
1,10,128,64,16,16
3,5,0,128,16,16
3,4,128,128,16,16
3,3,144,16,16,16
3,2,64,144,16,16
3,1,144,96,16,16
3,0,96,144,16,16
2,11,32,144,16,16
2,10,144,64,16,16
2,9,0,144,16,16
2,8,144,48,16,16
2,7,128,144,16,16
2,6,144,128,16,16
2,5,144,32,16,16
2,4,144,0,16,16
2,3,144,112,16,16
2,2,112,144,16,16
2,1,48,144,16,16
2,0,80,144,16,16
1,15,144,80,16,16
1,14,16,144,16,16
1,13,144,144,16,16
1,12,160,32,16,16
1,11,160,0,16,16
9,0,160,112,16,16
9,1,112,160,16,16
