loop,cel,x,y,w,h
6,1,0,0,31,40
7,4,31,0,31,40
8,4,0,40,31,40
7,1,31,40,31,40
5,1,62,0,31,40
6,4,62,40,31,40
5,4,0,80,31,40
8,1,31,80,31,40
5,0,62,80,29,40
5,2,91,80,29,40
5,3,93,0,29,40
5,5,93,40,29,40
8,5,31,120,29,40
6,2,120,80,29,40
6,3,91,120,29,40
6,5,62,120,29,40
7,0,0,120,29,40
7,2,120,120,29,40
7,3,122,40,29,40
6,0,122,0,29,40
7,5,149,120,29,40
8,0,62,160,29,40
2,3,151,0,29,40
1,0,151,40,29,40
8,2,31,160,29,40
8,3,0,160,29,40
1,1,120,160,29,40
1,2,149,160,29,40
1,3,91,160,29,40
1,4,149,80,29,40
2,5,178,80,29,40
2,4,178,120,29,40
1,5,178,160,29,40
2,2,91,200,29,40
2,1,62,200,29,40
2,0,120,200,29,40
4,2,178,200,26,37
3,2,0,200,26,37
4,3,149,200,26,35
3,3,31,200,25,33
3,1,180,40,26,31
4,1,180,0,26,31
3,0,204,200,26,29
4,0,206,40,26,29
4,5,206,0,26,27
4,4,207,120,24,27
3,5,207,160,19,28
3,4,207,80,18,26
0,0,180,71,8,8
