loop,cel,x,y,w,h
2,0,0,0,50,21
2,2,0,21,50,20
2,3,0,41,50,20
2,1,50,0,50,20
10,1,50,41,22,17
10,0,50,21,22,17
11,5,50,58,22,17
10,3,0,61,22,17
10,2,22,61,22,17
11,4,72,41,22,17
10,5,72,21,22,17
11,0,72,58,22,17
11,1,50,75,22,17
11,3,72,75,22,17
11,2,0,78,22,17
10,4,22,78,22,17
9,13,72,92,28,13
9,12,94,21,28,13
6,2,50,92,20,18
6,3,0,95,20,18
6,9,100,0,20,18
6,8,100,92,20,18
6,7,20,95,20,18
3,3,72,105,17,21
3,2,50,110,17,21
3,0,100,110,17,21
3,5,0,113,17,21
9,0,94,58,27,13
9,11,94,75,25,14
9,15,94,41,26,13
9,10,17,113,25,13
9,14,117,110,27,12
9,1,119,75,25,12
9,9,120,0,22,13
3,4,120,92,15,17
3,1,120,41,15,17
9,2,121,58,21,12
9,8,122,21,18,13
1,1,117,122,20,11
1,0,72,126,20,11
1,2,17,126,20,11
1,3,50,131,20,11
9,3,100,131,17,11
9,7,117,133,14,12
4,3,131,133,12,13
4,2,0,134,12,13
4,1,135,41,12,13
4,0,135,92,12,13
9,4,137,122,15,10
7,0,94,34,21,7
9,6,89,105,11,11
5,1,40,95,9,13
5,3,17,137,9,13
5,2,26,137,9,13
5,0,35,137,9,13
8,3,37,126,10,11
9,5,89,116,11,10
8,4,72,137,10,11
8,2,82,137,9,12
8,1,42,113,8,12
8,0,91,137,8,12
6,6,120,13,8,8
6,5,92,126,8,8
6,4,128,13,8,8
6,1,140,21,8,8
6,0,140,29,8,8
14,1,122,34,9,7
14,2,131,34,9,7
14,3,142,0,9,7
14,4,100,142,9,7
14,5,142,7,9,7
14,6,142,58,9,7
14,7,142,14,9,7
14,8,50,142,9,7
15,4,109,142,7,9
14,0,142,65,9,7
15,5,59,142,7,8
0,8,143,133,9,6
0,6,40,108,9,5
15,3,44,61,6,7
15,2,44,68,6,6
15,1,44,78,5,7
15,0,44,85,5,7
0,7,119,87,7,5
0,5,94,71,8,4
0,1,94,54,7,4
0,2,44,74,6,4
0,4,101,54,6,4
0,0,102,71,5,4
12,1,67,110,3,6
12,2,115,34,3,6
0,3,107,71,4,4
12,0,67,116,3,5
13,0,118,34,3,5
12,3,121,70,3,5
13,3,107,54,3,4
13,1,110,54,3,4
13,2,50,38,3,3
