loop,cel,x,y,w,h
0,0,0,0,104,57
6,0,0,57,104,34
5,1,0,91,42,12
5,0,42,91,42,12
4,3,84,91,42,12
4,2,0,103,42,12
4,1,42,103,42,12
4,0,84,103,42,12
7,0,84,115,42,12
7,1,42,115,42,12
1,9,104,0,5,10
1,0,104,57,5,10
1,1,104,10,5,10
1,2,104,67,5,10
1,3,104,20,5,10
1,4,104,77,5,10
1,5,104,30,5,10
1,6,104,40,5,10
3,1,109,0,5,10
3,0,109,67,5,10
2,9,109,10,5,10
2,8,109,77,5,10
2,7,109,57,5,10
2,6,109,20,5,10
2,5,109,30,5,10
1,7,109,40,5,10
2,3,114,20,5,10
2,2,114,57,5,10
2,1,114,10,5,10
2,0,114,67,5,10
1,8,114,30,5,10
2,4,114,40,5,10
