loop,cel,x,y,w,h
0,6,0,0,111,52
0,5,0,52,111,52
8,0,0,104,111,52
6,1,111,0,59,20
7,1,111,104,59,20
5,0,111,52,59,20
5,1,111,20,59,20
6,0,111,72,59,20
7,0,111,124,59,20
9,1,111,144,50,40
9,0,0,156,50,40
10,0,50,156,50,40
10,1,161,144,50,40
0,15,111,40,29,7
1,0,170,0,25,20
2,0,170,52,25,20
1,1,170,124,25,20
3,0,170,20,25,20
3,1,170,104,25,20
4,0,170,72,25,20
4,1,111,184,25,20
2,1,161,184,25,20
0,0,111,92,24,7
0,2,135,92,10,7
0,1,140,40,10,7
0,4,145,92,10,7
0,3,150,40,10,7
0,8,155,92,8,7
0,14,100,156,8,7
0,13,160,40,8,7
0,12,100,163,8,7
0,11,170,40,8,7
0,10,170,92,8,7
0,9,100,170,8,7
0,7,100,177,8,7
