loop,cel,x,y,w,h
11,2,0,0,85,45
11,1,0,45,82,46
11,3,82,45,81,45
11,0,85,0,77,44
11,4,82,90,75,44
11,5,0,91,79,38
8,2,0,129,48,27
8,1,82,134,48,27
8,0,130,134,48,27
9,0,0,156,44,26
9,8,157,90,45,24
9,13,82,161,43,25
9,12,130,161,42,25
9,1,162,0,41,25
9,11,163,45,40,25
9,2,172,161,40,24
9,9,178,134,40,24
9,10,0,182,40,24
9,3,40,182,40,23
9,4,172,185,40,22
9,7,44,156,35,20
2,0,157,114,40,16
9,6,162,25,39,16
2,1,163,70,39,16
2,2,82,186,39,16
2,3,130,186,39,16
0,8,202,90,47,13
0,7,82,202,41,14
1,0,0,206,56,10
1,3,172,207,56,10
1,2,0,216,56,10
1,1,172,217,56,10
6,4,48,129,29,19
6,3,202,103,29,19
6,2,130,202,29,19
6,1,203,0,29,19
0,9,0,226,53,10
0,2,203,45,35,13
0,3,203,19,30,15
10,3,203,58,20,20
10,2,212,161,20,20
10,1,212,185,20,20
10,0,82,216,20,20
9,5,218,134,30,13
0,6,218,147,29,13
3,1,56,216,15,21
3,2,102,216,15,21
3,4,130,221,15,21
3,5,145,221,15,21
4,0,223,58,17,16
4,3,223,74,17,16
4,2,172,227,17,16
4,1,189,227,17,16
0,5,202,122,22,12
0,13,48,148,29,8
3,3,159,202,12,19
3,0,117,216,12,19
0,4,206,227,16,14
12,5,222,227,14,13
12,4,231,103,14,13
12,3,231,116,13,13
12,1,160,221,12,13
12,2,232,0,12,13
12,0,232,185,12,13
7,0,203,34,21,7
0,11,203,78,17,8
0,1,232,161,12,11
0,0,121,186,9,11
0,12,157,130,24,4
0,10,123,202,7,10
5,2,56,206,6,10
5,1,62,206,6,10
5,0,68,206,6,10
5,3,74,206,6,10
0,14,77,129,5,10
6,0,85,44,1,1
